EstaciÛn;Porc_datos;Celda_XY;Cont_celda;Nom_Est;Depto;Mpio;AH;ZSZH;x;y
23190600;98;(6-11);27;PANTANOEL;Santander;GirÛn;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4974575;2331218
23190690;0;(6-12);2;MARIANALAHACIENDA;Santander;Tona;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;5000000;2344380
23190700;98;(6-11);27;PIEDECUESTAGRANJA;Santander;Piedecuesta;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4992516;2330752
23190710;72;(8-10);4;BARRANCALEBRIJA;Cesar;Aguachica;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4920199;2443371
23190800;9;(6-11);27;HIMATR11;Santander;Bucaramanga;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4985282;2344382
23190830;47;(6-11);27;BUCARAMANGAIDEAM;Santander;Bucaramanga;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4986938;2345671
23195030;9;(6-11);27;AEROPUERTOGOMEZNINO;Santander;Bucaramanga;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4985283;2346224
23195040;62;(6-11);27;UNIVERSIDADINDUSTRIALSANTANDER;Santander;Bucaramanga;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4986510;2347482
23195050;3;(6-11);27;VIVEROCHIMITA;Santander;Bucaramanga;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4983443;2344383
23195060;11;(6-12);2;MARIANALA;Santander;Tona;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;5000000;2344380
23195070;0;(7-10);18;MAGARA;Santander;Rionegro;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4935680;2397834
23195080;12;(7-11);18;URBINALA;Santander;Lebrija;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4961392;2377547
23195110;89;(6-11);27;LlanoGrandeAut;Santander;GirÛn;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4981538;2334316
23195120;1;(7-11);18;SABANADETORRES;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4955875;2375709
23195140;24;(8-10);4;LLANALA;Cesar;SanAlberto;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4941212;2412561
23195170;32;(7-11);18;PROVINCIA;Santander;SabanaDeTorres;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4952014;2375989
23195190;1;(6-11);27;SANANTONIOSANTANDER;Santander;Floridablanca;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4992693;2342487
23195502;87;(6-11);27;AEROPUERTOPALONEGRO;Santander;Lebrija;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4979632;2344915
23197190;3;(6-11);27;PIEDECUESTA;Santander;Piedecuesta;MagdalenaCauca;RÌoLebrijayotrosdirectosalMagdalena;4996319;2329647
23200010;89;(8-9);5;SIMITI;BolÌvar;SimitÌ;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4895276;2437724
23200020;9;(8-9);5;LosCanelos;BolÌvar;SantaRosaDelSur;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4871435;2427438
23200060;78;(8-9);5;SANTODOMINGO;BolÌvar;SanPablo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4896153;2405701
23200070;28;(7-9);5;TIERRABUENAFINCA;BolÌvar;SanPablo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4869491;2388758
23205020;84;(7-9);5;COLCOOPERATIVO;BolÌvar;SanPablo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4897914;2384085
23205030;86;(8-9);5;SANTAROSADSIMITI;BolÌvar;SantaRosaDelSur;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4883311;2438305
23205040;32;(9-10);4;MORALESLaCruz;BolÌvar;Morales;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4904595;2473408
23205050;70;(8-9);5;CANELOSAut;BolÌvar;SantaRosaDelSur;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4863252;2429534
23210010;100;(9-10);4;PUERTOMOSQUITO;Cesar;Gamarra;MagdalenaCauca;QuebradaElCarmenyOtrosDirectosalMagdalena;4916837;2462515
23210160;79;(9-10);4;GAMARRA;Cesar;Gamarra;MagdalenaCauca;QuebradaElCarmenyOtrosDirectosalMagdalena;4918793;2478168
24010150;93;(3-10);3;SIMIJACA;Cundinamarca;Simijaca;MagdalenaCauca;RÌoSu·rez;4904368;2167058
24010210;98;(4-10);8;JESUSMARIA;Santander;Jes˙sMarÌa;MagdalenaCauca;RÌoSu·rez;4913505;2207052
24010220;10;(5-11);13;CHIMA;Santander;Chima;MagdalenaCauca;RÌoSu·rez;4959279;2260230
24010610;71;(2-9);6;CARMENDECARUPA;Cundinamarca;CarmenDeCarupa;MagdalenaCauca;RÌoSu·rez;4899826;2149380
24010640;87;(4-10);8;BOLIVAR;Santander;Bolivar;MagdalenaCauca;RÌoSu·rez;4914721;2219513
24010660;90;(5-11);13;SIMACOTA;Santander;Simacota;MagdalenaCauca;RÌoSu·rez;4963094;2270019
24010670;88;(4-10);8;SUCRE;Santander;Sucre;MagdalenaCauca;RÌoSu·rez;4911883;2212181
24010740;37;(5-11);13;RODEOELHACIENDA;Santander;Chima;MagdalenaCauca;RÌoSu·rez;4959465;2261519
24010750;82;(4-10);8;MIRAVALLES;Boyac·;Moniquir·;MagdalenaCauca;RÌoSu·rez;4932600;2212830
24010780;10;(5-11);13;SOCORRO;Santander;Socorro;MagdalenaCauca;RÌoSu·rez;4970523;2268879
24010820;75;(4-10);8;GUAVATA;Santander;Guavat·;MagdalenaCauca;RÌoSu·rez;4922278;2216771
24011010;2;(3-10);3;SIMIJACA;Cundinamarca;Simijaca;MagdalenaCauca;RÌoSu·rez;4905901;2178699
24011070;70;(5-10);5;SANTUARIOEL;Santander;ElGuacamayo;MagdalenaCauca;RÌoSu·rez;4948344;2256770
24015250;89;(4-11);1;LAJALA;Santander;Guadalupe;MagdalenaCauca;RÌoSu·rez;4954067;2247213
24015260;89;(5-11);13;CHIMA;Santander;Chima;MagdalenaCauca;RÌoSu·rez;4959279;2260230
24015270;94;(4-10);8;VELEZGRANJA;Santander;VÈlez;MagdalenaCauca;RÌoSu·rez;4925571;2220727
24015360;89;(3-10);3;SABOYALAGRANJA;Boyac·;Saboy·;MagdalenaCauca;RÌoSu·rez;4915987;2187477
24015370;6;(5-11);13;HACIENDAMAJAVITAUL;Santander;Socorro;MagdalenaCauca;RÌoSu·rez;4972524;2273129
24015380;17;(2-10);1;CARMENDECARUPAAut;Cundinamarca;CarmenDeCarupa;MagdalenaCauca;RÌoSu·rez;4900505;2148931
24020150;61;(5-11);13;MAMONALELHACIENDA;Santander;SanGil;MagdalenaCauca;RÌoFonce;4988268;2284711
24025020;94;(5-11);13;CUCHAROEL;Santander;Pinchote;MagdalenaCauca;RÌoFonce;4977989;2279803
24040050;92;(5-11);13;SANTAISABEL;Santander;Barichara;MagdalenaCauca;RÌoSu·rez;4977595;2292203
24040060;80;(5-11);13;REMOLINO;Santander;Cabrera;MagdalenaCauca;RÌoSu·rez;4969490;2287971
24050060;100;(6-11);27;SANVICENTE;Santander;SanVicenteDeChucurÌ;MagdalenaCauca;RÌoSogamoso;4954628;2317449
24050070;90;(6-10);5;PUTANALA;Santander;SanVicenteDeChucurÌ;MagdalenaCauca;RÌoSogamoso;4942542;2345573
24050080;20;(5-11);13;PALMAREL;Santander;Palmar;MagdalenaCauca;RÌoSu·rez;4968688;2281772
24050100;91;(5-11);13;FUENTELA;Santander;Zapatoca;MagdalenaCauca;RÌoSu·rez;4969079;2299148
24050110;90;(6-10);5;ALBANIA;Santander;SanVicenteDeChucurÌ;MagdalenaCauca;RÌoSogamoso;4930183;2321804
24055030;88;(6-11);27;ZAPATOCA;Santander;Zapatoca;MagdalenaCauca;RÌoSogamoso;4968768;2308599
24055040;69;(5-11);13;PALMAREL;Santander;Palmar;MagdalenaCauca;RÌoSu·rez;4967731;2281741
24060010;0;(6-11);27;PARROQUIALA;Santander;GirÛn;MagdalenaCauca;RÌoSogamoso;4963816;2339942
24060040;87;(7-10);18;AGUASCLARAS;Santander;SabanaDeTorres;MagdalenaCauca;RÌoSogamoso;4939524;2360716
24060050;92;(6-11);27;MESALA;Santander;LosSantos;MagdalenaCauca;RÌoSogamoso;4989751;2304877
24060060;60;(6-11);27;PUENTELAPAZ;Santander;GirÛn;MagdalenaCauca;RÌoSogamoso;4953700;2343511
24060070;78;(6-11);27;PARROQUIALA;Santander;GirÛn;MagdalenaCauca;RÌoSogamoso;4963816;2339942
24060080;70;(7-10);18;PAYOA5;Santander;SabanaDeTorres;MagdalenaCauca;RÌoSogamoso;4945839;2361384
24065010;83;(7-10);18;BRISASLASHACIENDA;Santander;PuertoWilches;MagdalenaCauca;RÌoSogamoso;4912822;2358760
24065020;10;(6-11);27;ESPERANZALAHACIENDA;Santander;GirÛn;MagdalenaCauca;RÌoSogamoso;4966882;2338866
24065030;26;(6-11);27;TRIGUEROSHACIENDA;Santander;GirÛn;MagdalenaCauca;RÌoSogamoso;4960474;2339975
25010010;59;(8-6);10;PUERTOLIBERTADOR;CÛrdoba;PuertoLibertador;MagdalenaCauca;CaucaAltoSanJorge;4704601;2430817
25010060;79;(8-6);10;URE;CÛrdoba;SanJoseDeUre;MagdalenaCauca;CaucaAltoSanJorge;4723436;2428583
25010080;86;(8-6);10;PicaPicaAut;CÛrdoba;MontelÌbano;MagdalenaCauca;CaucaAltoSanJorge;4704701;2446274
25010090;4;(8-6);10;MONTELIBANO;CÛrdoba;MontelÌbano;MagdalenaCauca;CaucaAltoSanJorge;4726387;2446506
25010100;87;(9-5);10;SANFRANCISCO;CÛrdoba;MontelÌbano;Caribe;MedioSin˙;4695954;2457303
25010110;68;(8-6);10;ACACIASLASHACIENDA;CÛrdoba;PuertoLibertador;MagdalenaCauca;CaucaAltoSanJorge;4708298;2443607
25015010;82;(9-6);6;CENTROALEGRE;CÛrdoba;PlanetaRica;MagdalenaCauca;CaucaSanJorgeLaMojana;4710071;2462919
25020030;97;(10-8);14;GUACAMAYO;BolÌvar;AchÌ;MagdalenaCauca;CaucaSanJorgeLaMojana;4833711;2522691
25020140;98;(10-6);13;SAHAGUNAut;CÛrdoba;Sahag˙n;Caribe;BajoSin˙;4730702;2547873
25020160;8;(10-7);9;SANMARCOS;Sucre;SanMarcos;MagdalenaCauca;CaucaSanJorgeLaMojana;4765327;2512638
25020310;1;(9-7);4;NECHI;Antioquia;NechÌ;MagdalenaCauca;CaucaSanJorgeLaMojana;4798065;2453499
25020330;87;(9-8);16;CAIMITAL;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4827285;2482826
25020340;0;(10-8);14;MAJAGUAL;Sucre;Majagual;MagdalenaCauca;CaucaSanJorgeLaMojana;4818463;2501319
25020350;97;(9-8);16;GUARANDA;BolÌvar;AchÌ;MagdalenaCauca;CaucaSanJorgeLaMojana;4830368;2496786
25020370;83;(8-7);11;MONEDALAHACIENDA;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4786033;2446552
25020380;10;(10-8);14;PINILLOS;BolÌvar;Pinillos;MagdalenaCauca;DirectosBajoMagdalenaentreElBancoyElPlato;4839778;2543026
25020410;95;(9-8);16;CANDELARIALA;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4809644;2466654
25020420;64;(9-8);16;VARASLAS;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4828304;2485432
25020450;13;(9-8);16;SANPEDROAut;Sucre;SanPedro;MagdalenaCauca;CaucaSanJorgeLaMojana;4842212;2475430
25020480;94;(9-7);4;PAJAROSLOS;CÛrdoba;Ayapel;MagdalenaCauca;CaucaSanJorgeLaMojana;4794394;2480113
25020490;5;(10-7);9;SANBENITOAVILLA;Sucre;SanBenitoAbad;MagdalenaCauca;CaucaSanJorgeLaMojana;4776511;2545752
25020500;97;(10-8);14;VILLACECILIAHACIENDA;Sucre;Sucre;MagdalenaCauca;CaucaSanJorgeLaMojana;4809863;2532621
25020510;34;(9-8);16;ALPESLOS;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4829417;2488376
25020520;88;(9-6);6;BuenavistaAut;CÛrdoba;Buenavista;MagdalenaCauca;CaucaSanJorgeLaMojana;4728260;2467388
25020530;94;(8-7);11;LAILUSION;Antioquia;Caucasia;MagdalenaCauca;CaucaSanJorgeLaMojana;4769768;2445397
25020540;77;(8-8);7;PATIOBONITO;Antioquia;NechÌ;MagdalenaCauca;BajoNechÌ(md);4812050;2445822
25020570;29;(10-7);9;PALITO;Sucre;SanBenitoAbad;MagdalenaCauca;CaucaSanJorgeLaMojana;4776522;2547595
25020600;65;(9-6);6;SajoniaHdaAut;CÛrdoba;PuebloNuevo;MagdalenaCauca;CaucaSanJorgeLaMojana;4713701;2497072
25020700;90;(8-6);10;APARTADALA;CÛrdoba;LaApartada;MagdalenaCauca;CaucaSanJorgeLaMojana;4742354;2448593
25020710;90;(9-6);6;CINTURA;CÛrdoba;PuebloNuevo;MagdalenaCauca;CaucaSanJorgeLaMojana;4749719;2489134
25020720;87;(10-6);13;JOBOELTABLON;CÛrdoba;Sahag˙n;MagdalenaCauca;CaucaSanJorgeLaMojana;4737784;2513231
25020740;83;(10-7);9;EUREKAHACIENDA;Sucre;SanMarcos;MagdalenaCauca;CaucaSanJorgeLaMojana;4778377;2512106
25020760;89;(11-7);1;SANTIAGOAPOSTOL;Sucre;SanBenitoAbad;MagdalenaCauca;CaucaSanJorgeLaMojana;4786754;2553590
25020780;84;(9-7);4;CECILIA;CÛrdoba;Ayapel;MagdalenaCauca;CaucaSanJorgeLaMojana;4776140;2493565
25020790;87;(10-8);14;PALMARITO;Sucre;Majagual;MagdalenaCauca;CaucaSanJorgeLaMojana;4811097;2521866
25020800;81;(10-8);14;BUENAVISTA;BolÌvar;AchÌ;MagdalenaCauca;DirectosBajoCaucaCgaLaRayaentreRÌoNechÌ;4831717;2505656
25020810;91;(9-8);16;ASTILLEROS;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4823227;2474545
25020820;87;(10-8);14;ZAPATA;Sucre;Majagual;MagdalenaCauca;CaucaSanJorgeLaMojana;4813025;2509020
25020850;29;(9-8);16;REGENCIA;BolÌvar;Montecristo;MagdalenaCauca;CaucaSanJorgeLaMojana;4818279;2457098
25020940;90;(9-8);16;VILLANUEVA;Sucre;Guaranda;MagdalenaCauca;CaucaSanJorgeLaMojana;4808949;2479187
25020950;87;(11-8);2;SANANTONIOALERTA;BolÌvar;MaganguÈ;MagdalenaCauca;CaucaSanJorgeLaMojana;4805521;2557396
25020970;86;(9-9);3;ARENAL;BolÌvar;Arenal;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4896446;2492891
25020980;91;(10-7);9;CAIMITO;Sucre;Caimito;MagdalenaCauca;CaucaSanJorgeLaMojana;4766403;2530050
25021110;30;(9-9);3;DIAMANTEEL;BolÌvar;Arenal;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4880767;2482677
25021120;21;(9-9);3;SERRANIASANLUCAS;BolÌvar;Montecristo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4851388;2475398
25021210;89;(10-6);13;TREMENTINO;CÛrdoba;Sahag˙n;MagdalenaCauca;CaucaSanJorgeLaMojana;4728407;2533509
25021280;76;(10-8);14;COYONGAL;BolÌvar;Pinillos;MagdalenaCauca;DirectosBajoMagdalenaentreElBancoyElPlato;4834064;2549529
25021320;83;(10-9);3;ELSUDAN;BolÌvar;Tiquisio(PuertoRico);MagdalenaCauca;CaucaSanJorgeDirectosBajoCaucaCgaLaRayaRÌoNechÌ;4866918;2512930
25021360;90;(10-8);14;CAMPOALEGRE;Sucre;Sucre;MagdalenaCauca;CaucaSanJorgeLaMojana;4811843;2544620
25021370;85;(10-8);14;SANLUIS;Sucre;Sucre;MagdalenaCauca;CaucaSanJorgeLaMojana;4812248;2539858
25021390;65;(8-7);11;CAUCASIA;Antioquia;Caucasia;MagdalenaCauca;CaucaSanJorgeLaMojana;4757601;2442641
25021470;66;(10-7);9;HdaElTorno;Sucre;SanMarcos;MagdalenaCauca;CaucaSanJorgeLaMojana;4770092;2506315
25021480;82;(8-8);7;ESPERANZALARADIO;Antioquia;NechÌ;MagdalenaCauca;DirectosalBajoNechÌ(mi);4802805;2445739
25021530;1;(9-8);16;TALADROEL;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4809162;2471877
25021550;8;(9-6);6;PLANETARICA;CÛrdoba;PlanetaRica;MagdalenaCauca;CaucaSanJorgeLaMojana;4717472;2488965
25021560;87;(10-8);14;ISLADELCOCO;Sucre;Sucre;MagdalenaCauca;CaucaSanJorgeLaMojana;4802302;2542239
25021570;5;(10-7);9;FLORIDALA;Sucre;Majagual;MagdalenaCauca;CaucaSanJorgeLaMojana;4761669;2514502
25021660;53;(10-7);9;MIRASOL;Sucre;SanMarcos;MagdalenaCauca;CaucaSanJorgeLaMojana;4751671;2509122
25025030;90;(9-7);4;AyapelAut;CÛrdoba;Ayapel;MagdalenaCauca;CaucaSanJorgeLaMojana;4761683;2475250
25025040;32;(10-7);9;AEROPUERTOLAFLORIDA;Sucre;SanMarcos;MagdalenaCauca;CaucaSanJorgeLaMojana;4759866;2520042
25025130;1;(9-8);16;VICTORIALA;BolÌvar;AchÌ;MagdalenaCauca;CaucaSanJorgeLaMojana;4809194;2479247
25025140;32;(9-8);16;NECHI;Antioquia;NechÌ;MagdalenaCauca;BajoNechÌ(md);4805410;2453467
25025160;85;(8-6);10;CUBAHACIENDA;CÛrdoba;MontelÌbano;MagdalenaCauca;CaucaSanJorgeLaMojana;4735249;2443196
25025170;85;(10-6);13;COLOMBOY;CÛrdoba;Sahag˙n;MagdalenaCauca;CaucaSanJorgeLaMojana;4725176;2524776
25025190;77;(9-6);6;PlanetaRicaAut;CÛrdoba;PlanetaRica;MagdalenaCauca;CaucaSanJorgeLaMojana;4715580;2487060
25025200;1;(9-8);16;TALADROEL;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4809162;2471877
25025210;84;(10-8);14;PINILLOS;BolÌvar;Pinillos;MagdalenaCauca;DirectosBajoMagdalenaentreElBancoyElPlato;4839778;2543026
25025220;44;(10-9);3;NOROSI;BolÌvar;RÌoviejo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);4884486;2501088
25025230;50;(9-8);16;MONTECRISANTO;BolÌvar;Montecristo;MagdalenaCauca;CaucaSanJorgeLaMojana;4836707;2475451
25025240;78;(10-8);14;MAJAGUAL;Sucre;Majagual;MagdalenaCauca;CaucaSanJorgeLaMojana;4820962;2502343
25027110;0;(10-8);14;SUCRE;Sucre;Sucre;MagdalenaCauca;CaucaSanJorgeLaMojana;4810654;2531911
25027530;84;(11-8);2;BARBOSA;BolÌvar;MaganguÈ;MagdalenaCauca;CaucaSanJorgeLaMojana;4820167;2555393
25027630;87;(10-9);3;RIONUEVO;BolÌvar;BarrancoDeLoba;MagdalenaCauca;DirectosBajoMagdalenaentreElBancoyElPlato;4862092;2531706
25027910;81;(9-8);16;LARAYA;BolÌvar;SanJacintoDelCauca;MagdalenaCauca;CaucaSanJorgeLaMojana;4828150;2480409
26100300;96;(1-5);14;OBANDO;ValledelCauca;Obando;MagdalenaCauca;RiosLasCaÌ¬±asLosMicosyObando;4671013;2065718
26100830;77;(1-5);14;PALMASOLA;ValledelCauca;Cartago;MagdalenaCauca;RiosLasCaÌ¬±asLosMicosyObando;4671522;2076759
26110070;58;(1-5);14;SANANTONIO;ValledelCauca;Toro;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCa√±averal;4659831;2068870
26110120;94;(2-5);17;VILLANUEVA;ValledelCauca;ElÌ¬Åguila;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCa√±averal;4663129;2108072
26110150;91;(1-5);14;LaInmaculada;ValledelCauca;Ansermanuevo;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCa√±averal;4668425;2088011
26110160;93;(1-5);14;SANFRANCISCO;ValledelCauca;Toro;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCa√±averal;4663299;2076400
26110300;78;(1-5);14;CEROS;ValledelCauca;Toro;MagdalenaCauca;RiosPescadorRUTChancoCatarinayCa√±averal;4663408;2068823
26115090;83;(1-5);14;LasBrisasAut;ValledelCauca;Ansermanuevo;Pacifico;RÌoSipÌ;4651292;2086493
26120150;93;(1-5);14;ALCALA;ValledelCauca;Alcal·;MagdalenaCauca;RÌoLaVieja;4690981;2075357
26120160;82;(1-6);24;SALENTO;QuindÌo;Salento;MagdalenaCauca;RÌoLaVieja;4715064;2070820
26130020;95;(1-6);24;TERMALES;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4716382;2093808
26130170;97;(1-6);24;POTREROS;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4716399;2098386
26130180;97;(1-5);14;SANISIDRO;Risaralda;Pereira;MagdalenaCauca;RÌoLaVieja;4683043;2089163
26130190;17;(1-6);24;BOQUERON;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4704327;2092657
26130200;91;(2-5);17;RECUERDOEL;Risaralda;Marsella;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4696063;2106969
26130220;81;(1-5);14;MARACAY;Risaralda;Pereira;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4684744;2090394
26130270;4;(2-5);17;MarsellaIta;Risaralda;Marsella;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4695125;2103755
26130540;52;(1-6);24;PLAYARICA;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4712003;2084153
26130550;5;(1-6);24;BRISASLASHACIENDA;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4720929;2081533
26130560;52;(1-6);24;PEZFRESCO;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4714394;2081490
26130570;30;(1-6);24;NUEVOLIBARE;Risaralda;Pereira;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4706616;2086976
26135040;98;(1-5);14;AEROPUERTOMATECANA;Risaralda;Pereira;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4696490;2090755
26135080;3;(1-6);24;UNIVPEREIRAUTP;Risaralda;Pereira;MagdalenaCauca;RÌoLaVieja;4700614;2088984
26135090;26;(2-5);17;JARDINBOTANICO;Risaralda;Marsella;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4696974;2103748
26135100;89;(1-5);14;BOHEMIALA;Risaralda;Pereira;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4680946;2097697
26135110;63;(1-6);24;VERACRUZ;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4708653;2096434
26135120;14;(2-5);17;MarsellaIta;Risaralda;Marsella;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4695125;2103755
26135140;38;(1-6);24;LAGUNALA;Risaralda;Pereira;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4732503;2086257
26135150;2;(1-6);24;MIRANDALA;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4717278;2094450
26135160;57;(1-6);24;SANREMO;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4713949;2093541
26135170;3;(1-6);24;ElBoquerÛn;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4735742;2087010
26135230;0;(1-6);24;PICOPARAMOSANTAR;Risaralda;SantaRosaDeCabal;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4728346;2087036
26135330;0;(1-6);24;LaLagunadelOtunAut;Risaralda;Pereira;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4732503;2086251
26140080;57;(2-5);17;TAIJARAALEJANDRIA;Risaralda;Gu·tica;MagdalenaCauca;RÌoRisaralda;4686880;2142231
26140090;96;(2-5);17;TAPARCAL;Risaralda;BelÈnDeUmbrÌa;MagdalenaCauca;RÌoRisaralda;4682726;2129665
26140110;84;(2-5);17;SANCLEMENTE;Risaralda;Gu·tica;MagdalenaCauca;RÌoRisaralda;4691131;2146311
26140120;96;(2-5);17;MISTRATO;Risaralda;MistratÛ;MagdalenaCauca;RÌoRisaralda;4681687;2143742
26140180;79;(1-5);14;LaVirginiaAlerta;Risaralda;LaVirginia;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4680374;2099300
26140330;5;(2-5);17;VIRGINIALA;Risaralda;LaVirginia;MagdalenaCauca;RÌoRisaralda;4680316;2100130
26145010;5;(2-5);17;CECILIALA;Caldas;Viterbo;MagdalenaCauca;RÌoRisaralda;4680396;2118569
26145020;78;(2-5);17;BELLAVISTA;Caldas;Anserma;MagdalenaCauca;RÌoRisaralda;4689727;2141680
26145030;84;(2-5);17;CAMELIALA;Risaralda;Santuario;MagdalenaCauca;RÌoRisaralda;4670788;2120088
26145050;35;(2-5);17;SAMARIALA;Caldas;Viterbo;MagdalenaCauca;RÌoRisaralda;4680388;2116725
26150060;96;(2-6);13;ARAUCA;Caldas;Palestina;MagdalenaCauca;RÌoOt˙nyotrosdirectosalCauca;4700568;2123113
26150150;94;(2-6);13;PAPAYAL;Caldas;Villamaria;MagdalenaCauca;RÌoChinchin·;4724007;2105669
26150160;95;(2-6);13;LAESPERANZA;Caldas;Manizales;MagdalenaCauca;RÌoChinchin·;4738804;2112933
26155110;97;(2-6);13;AEROPUERTOLANUBIA;Caldas;Manizales;MagdalenaCauca;RÌoChinchin·;4726236;2114300
26155120;26;(2-6);13;AEROPUERTOSANTAGUEDA;Caldas;Palestina;MagdalenaCauca;RÌoChinchin·;4702590;2120317
26155150;63;(2-6);13;LasBrisasAut;Caldas;Villamaria;MagdalenaCauca;RÌoGualÌ;4739455;2103718
26155170;43;(2-6);13;TesoritoFincaAut;Caldas;Manizales;MagdalenaCauca;RÌoChinchin·;4729740;2114557
26160080;97;(3-6);20;SALAMINACONCBARC;Caldas;Salamina;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;4724246;2154750
26160090;95;(3-6);20;PACORAPLAZAFERIA;Caldas;P·cora;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;4728096;2168781
26160100;91;(2-6);13;NEIRA;Caldas;Neira;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;4720912;2129073
26160120;92;(2-6);13;CRISTALINALA;Caldas;Neira;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;4730091;2132248
26160160;99;(3-6);20;MARIALA;Caldas;Aguadas;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4714561;2176034
26170150;98;(3-5);11;PUEBLORRICO;Antioquia;Pueblorrico;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4685712;2198686
26170160;15;(3-5);11;NACIONALLAGRANJA;Antioquia;T·mesis;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4699205;2190391
